Sample_ID,Date_Collected,Collected_By,Country,State,City,Subway/Bus/Station,Description,Line(Station Only),Average_Ridership,Latitude,Longitude,Object_Swabbed,Surface_Material,Temperature ℃,Collection_Time,,,
CSD16-MEL-0017,6/21/16,Andrew Gray/Syn-ti Ng,Australia,Victoria,Melbourne,subway_station,North Melbourne,North Melbourne Station,,-37.80742866,144.9426241,Bike rental machine outside station. ,Plastic,13.7,,,,
CSD16-MEL-0018,6/21/16,Andrew Gray/Syn-ti Ng,Australia,Victoria,Melbourne,subway_station,North Melbourne,North Melbourne Station,,-37.80672647,144.942924,Bus timetable,Plastic,13.7,,,,
CSD16-MEL-0006,6/21/16,Andrew Gray,Australia,Victoria,Melbourne,subway_station,Flemington Bridge,Flemington Bridge Station,,-37.78828546,144.9403379,Bin Handle,Plastic,13.7,,,,
CSD16-MEL-0007,6/21/16,Andrew Gray,Australia,Victoria,Melbourne,subway_station,Flemington Bridge,Flemington Bridge Station,,-37.7881865,144.9403494,Crosswalk button,Metal,13.7,,,,
CSD16-MEL-0008,6/21/16,Andrew Gray,Australia,Victoria,Melbourne,subway_station,Flemington Bridge,Flemington Bridge Station,,-37.78815302,144.940318,Crosswalk leading to station,Metal,13.7,,,,
Csd16-mel-0092,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.826655,145.0071508,Crosswalk Button,Metal,13,,,,
Csd16-mel-0092,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.826655,145.0071508,Crosswalk Button,Metal,13,,,,
Csd16-mel-0092,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.826655,145.0071508,Crosswalk Button,Metal,13,,,,
Csd16-mel-0094,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276401,145.0072512,hand rail,Metal,13,,,,
Csd16-mel-0094,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276401,145.0072512,hand rail,Metal,13,,,,
Csd16-mel-0094,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276401,145.0072512,hand rail,Metal,13,,,,
Csd16-mel-0096,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8279228,145.0074867,hand rail,Metal,12,,,,
Csd16-mel-0096,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8279228,145.0074867,hand rail,Metal,12,,,,
Csd16-mel-0093,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8268005,145.0074081,Bench ,Wood,13,,,,
Csd16-mel-0098,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276087,145.0075012,Vending machine button,Metal,12,,,,
Csd16-mel-0098,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276087,145.0075012,Vending machine button,Metal,12,,,,
Csd16-mel-0100,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8267616,145.0071552,Cross walk button,Metal,12,,,,
Csd16-mel-0100,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8267616,145.0071552,Cross walk button,Metal,12,,,,
Csd16-mel-0095,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.827523,145.0075215,Platform Phone,Plastic,12,,,,
Csd16-mel-0095,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.827523,145.0075215,Platform Phone,Plastic,12,,,,
Csd16-mel-0099,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8274921,145.0074639,Platform Phone,Plastic,12,,,,
Csd16-mel-0099,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8274921,145.0074639,Platform Phone,Plastic,12,,,,
Csd16-mel-0097,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276668,145.0075373,Kiosk,Metal,12,,,,
Csd16-mel-0097,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8276668,145.0075373,Kiosk,Metal,12,,,,
Csd16-mel-0093,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8268005,145.0074081,Bench ,Wood,13,,,,
Csd16-mel-0093,6/21/16,Russlan Hod/ Juan Guerra  ,Australia,Victoria,Melbourne,subway_station,Burnley,Burnley station,,-37.8268005,145.0074081,Bench ,Wood,13,,,,
CSD16-SIN-001,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.336408253,103.698651,Buttons at pedestrian crossings,Metal,,5:38:00 AM,,,
CSD16-SIN-002,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.336408253,103.698651,Buttons at pedestrian crossings,Metal,,5:43:00 AM,,,
CSD16-SIN-003,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.337344092,103.6971865,Hawker centres/coffee shops,Plastic,,5:37:00 AM,,,
CSD16-SIN-004,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.337365257,103.6971977,Hawker centres/coffee shops,Plastic,,5:44:00 AM,,,
CSD16-SIN-005,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.33743336,103.6972272,Handrails of overhead bridges,Metal,,5:40:00 AM,,,
CSD16-SIN-006,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.337452596,103.6969982,Handrails of overhead bridges,Metal,,5:44:00 AM,,,
CSD16-SIN-007,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.33682563,103.6981305,Void deck chair,Metal,,5:38:00 AM,,,
CSD16-SIN-008,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Pioneer,East West Line,,1.336834305,103.69822,Void deck chair,Metal,,5:41:00 AM,,,
CSD16-SIN-009,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.350827347,103.7483079,Buttons at pedestrian crossings,Metal,,5:40:00 AM,,,
CSD16-SIN-010,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.350827347,103.7483079,Buttons at pedestrian crossings,Metal,,5:37:00 AM,,,
CSD16-SIN-011,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.349080224,103.7507784,Hawker centres/coffee shops,Plastic,,5:41:00 AM,,,
CSD16-SIN-012,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.34928755,103.7507257,Hawker centres/coffee shops,Plastic,,5:36:00 AM,,,
CSD16-SIN-013,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.351266182,103.7504472,Handrails of overhead bridges,Metal,,5:40:00 AM,,,
CSD16-SIN-014,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.351237181,103.7503754,Handrails of overhead bridges,Metal,,5:36:00 AM,,,
CSD16-SIN-015,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.349356568,103.7465181,Void deck chair,Metal,,5:43:00 AM,,,
CSD16-SIN-016,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Bukit Batok,North South Line,,1.349356568,103.7465181,Void deck chair,Metal,,5:36:00 AM,,,
CSD16-SIN-017,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.384070981,103.7427409,Buttons at pedestrian crossings,Metal,,5:39:00 AM,,,
CSD16-SIN-018,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.384079824,103.7426865,Buttons at pedestrian crossings,Metal,,5:41:00 AM,,,
CSD16-SIN-019,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.38470524,103.7431261,Hawker centres/coffee shops,Plastic,,5:35:00 AM,,,
CSD16-SIN-020,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.38470524,103.7431261,Hawker centres/coffee shops,Plastic,,5:40:00 AM,,,
CSD16-SIN-021,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.38470524,103.7431261,Handrails of overhead bridges,Metal,,5:40:00 AM,,,
CSD16-SIN-022,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.38470524,103.7431261,Handrails of overhead bridges,Metal,,5:37:00 AM,,,
CSD16-SIN-023,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.384525448,103.7427107,Void deck chair,Metal,,5:35:00 AM,,,
CSD16-SIN-024,6/21/16,Esther,Singapore,NA,Singapore,subway_station,Choa Chu Kang,North South Line,,1.384786586,103.7425069,Void deck chair,Metal,,5:42:00 AM,,,
CSD16-SIN-025,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4321756,103.7729457,Buttons at pedestrian crossings,Metal,,4:30:00 AM,,,
CSD16-SIN-026,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4321702,103.772945,Buttons at pedestrian crossings,Metal,,4:28:00 AM,,,
CSD16-SIN-027,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4314731,103.7739518,Hawker centres/coffee shops,Plastic,,4:14:00 AM,,,
CSD16-SIN-028,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4314423,103.7739504,Hawker centres/coffee shops,Plastic,,4:14:00 AM,,,
CSD16-SIN-029,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4321163,103.7740529,Handrails of overhead bridges,Metal,,4:14:00 AM,,,
CSD16-SIN-030,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4320831,103.7740482,Handrails of overhead bridges,Metal,,4:14:00 AM,,,
CSD16-SIN-031,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4301393,103.7730105,Tables/seats at void deck,Metal,,4:48:00 AM,,,
CSD16-SIN-032,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Marsling,North South Line,,1.4300113,103.7731644,Tables/seats at void deck,Metal,,4:47:00 AM,,,
CSD16-SIN-033,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.4302121,103.8353481,Buttons at pedestrian crossings,Metal,,5:58:00 AM,,,
CSD16-SIN-034,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.4301831,103.8353296,Buttons at pedestrian crossings,Metal,,5:57:00 AM,,,
CSD16-SIN-035,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.4295423,103.834181,Hawker centres/coffee shops,Plastic,,5:41:00 AM,,,
CSD16-SIN-036,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.429573,103.8341453,Hawker centres/coffee shops,Plastic,,5:39:00 AM,,,
CSD16-SIN-037,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.432403,103.8350073,Handrails of overhead bridges,Metal,,6:12:00 AM,,,
CSD16-SIN-038,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.4324041,103.8350091,Handrails of overhead bridges,Metal,,6:13:00 AM,,,
CSD16-SIN-039,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.4329164,103.8353955,Tables/seats at void deck,Metal/Tile,,6:28:00 AM,,,
CSD16-SIN-040,6/21/16,Denis,Singapore,NA,Singapore,subway_station,Yishun,North South Line,,1.432957,103.8354813,Tables/seats at void deck,Metal/Tile,,6:29:00 AM,,,
CSD16-SIN-041 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.373072835,103.8480187,Buttons at pedestrian crossings,Metal,,9:47:00 AM,,,
CSD16-SIN-042,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.373072835,103.8480187,Buttons at pedestrian crossings,Metal,,,,,
CSD16-SIN-043 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.372851427,103.8480642,Hawker centres/coffee shops,Plastic,,9:47:00 AM,,,
CSD16-SIN-044,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.372851427,103.8480642,Hawker centres/coffee shops,Plastic,,,,,
CSD16-SIN-045,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.372698247,103.8482184,Handrails of overhead bridges,Metal,,9:47:00 AM,,,
CSD16-SIN-046,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.372698247,103.8482184,Handrails of overhead bridges,Metal,,,,,
CSD16-SIN-047 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.370902257,103.8485511,Tables/seats at void deck,Tile,,9:46:00 AM,,,
CSD16-SIN-048,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Ang Mo Kio,North South Line,,1.370902257,103.8485511,Tables/seats at void deck,Tile,,,,,
CSD16-SIN-049 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.333660539,103.8476713,Buttons at pedestrian crossings,Metal,,9:47:00 AM,,,
CSD16-SIN-050,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.333660539,103.8476713,Buttons at pedestrian crossings,Metal,,,,,
CSD16-SIN-051 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.33330435,103.8467099,Hawker centres/coffee shops,Plastic,,9:47:00 AM,,,
CSD16-SIN-052,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.33330435,103.8467099,Hawker centres/coffee shops,Plastic,,,,,
CSD16-SIN-053,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.33321194,103.8468493,Handrails near to MRT,Metal,,9:47:00 AM,,,
CSD16-SIN-054,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.33321194,103.8468493,Handrails near to MRT,Metal,,,,,
CSD16-SIN-055 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line ,,1.33347115,103.8465715,Tables/seats at void deck,Metal,,9:47:00 AM,,,
CSD16-SIN-056,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Toa Payoh,North South Line,,1.33347115,103.8465715,Tables/seats at void deck,Metal,,,,,
CSD16-SIN-057 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.310455971,103.7957543,Buttons at pedestrian crossings,Metal,,9:47:00 AM,,,
CSD16-SIN-058,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.310455971,103.7957543,Buttons at pedestrian crossings,Metal,,,,,
CSD16-SIN-059 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.31066781,103.7953466,Hawker centres/coffee shops,Plastic,,9:47:00 AM,,,
CSD16-SIN-060,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.31066781,103.7953466,Hawker centres/coffee shops,Plastic,,,,,
CSD16-SIN-061 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.312386656,103.7944186,Handrails of overhead bridges,Metal,,9:47:00 AM,,,
CSD16-SIN-062,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.312386656,103.7944186,Handrails of overhead bridges,Metal,,,,,
CSD16-SIN-063 ,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.309418228,103.7946895,Tables/seats at void deck,Metal,,9:47:00 AM,,,
CSD16-SIN-064,6/21/16,Jessica,Singapore,NA,Singapore,subway_station,Holland Village,Circle Line,,1.309418228,103.7946895,Tables/seats at void deck,Metal,,,,,
CSD16-SIN-065,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2852958,103.8432486,Buttons at pedestrian crossings,Metal,31.4,4:52:00 AM,,,
CSD16-SIN-065,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2852224,103.8434348,Buttons at pedestrian crossings,Metal,31.4,6:11:00 AM,,,
CSD16-SIN-067,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2852517,103.8426735,Hawker centres/coffee shops,Plastic,31.4,4:38:00 AM,,,
CSD16-SIN-068,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2851933,103.8426349,Hawker centres/coffee shops,Plastic,31.4,4:50:00 AM,,,
CSD16-SIN-069,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2855045,103.8449646,Handrails of overhead bridges,Metal,27.5,3:59:00 AM,,,
CSD16-SIN-070,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown ,North-East/Downtown Line,,1.2854686,103.8449198,Handrails of overhead bridges,Metal,27.5,4:18:00 AM,,,
CSD16-SIN-071,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2871652,103.8420323,Pavilion near a high rise building,Concrete,30.8,4:21:00 AM,,,
CSD16-SIN-072,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Chinatown,North-East/Downtown Line,,1.2870886,103.8421076,Pavilion near a high rise building,Concrete,30.8,4:35:00 AM,,,
CSD16-SIN-073,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3707128,103.8958193,Lift buttons at high rise building,Metal,28.9,3:03:00 AM,,,
CSD16-SIN-074,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3705799,103.895912,Lift buttons at high rise building,Metal,28.8,3:04:00 AM,,,
CSD16-SIN-075,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3709645,103.8936007,Hawker centres/coffee shops,Plastic,27.4,2:16:00 AM,,,
CSD16-SIN-076,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3710108,103.893656,Hawker centres/coffee shops,Plastic,27.4,2:17:00 AM,,,
CSD16-SIN-077,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3704286,103.8959041,Handrails of overhead bridges,Metal,29.5,2:31:00 AM,,,
CSD16-SIN-078,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.370601,103.8959016,Handrails of overhead bridges,Metal,29.4,2:43:00 AM,,,
CSD16-SIN-079,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3704918,103.8960145,Tables/seats at void deck,Tile,29.5,2:47:00 AM,,,
CSD16-SIN-080,6/21/16,Amanda,Singapore,NA,Singapore,subway_station,Hougang,North East Line,,1.3705005,103.8959041,Tables/seats at void deck,Tile,29.5,3:00:00 AM,,,
CSD16-SIN-081,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3543891,103.9461653,Buttons at pedestrian crossings,Metal,,5:56:00 AM,,,
CSD16-SIN-082,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3537986,103.9465486,Buttons at pedestrian crossings,Metal,,6:04:00 AM,,,
CSD16-SIN-083,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3533235,103.9461984,Hawker centres/coffee shops,Wood,,6:53:00 AM,,,
CSD16-SIN-084,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3533235,103.9461984,Hawker centres/coffee shops,Wood,,6:48:00 AM,,,
CSD16-SIN-085,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3533561,103.9458891,Handrails of overhead bridges,Metal,,6:14:00 AM,,,
CSD16-SIN-086,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3533437,103.9460124,Handrails of overhead bridges,Metal,,6:20:00 AM,,,
CSD16-SIN-087,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3533235,103.9461984,Tables/seats at void deck,Metal,,6:30:00 AM,,,
CSD16-SIN-088,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Tampines,East West Line,,1.3533235,103.9461984,Tables/seats at void deck,Metal,,6:37:00 AM,,,
CSD16-SIN-089,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3106838,103.872316,Buttons at pedestrian crossings,Metal,,3:42:00 AM,,,
CSD16-SIN-090,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3112994,103.8713546,Buttons at pedestrian crossings,Metal,,4:07:00 AM,,,
CSD16-SIN-091,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3144016,103.8715414,Hawker centres/coffee shops,Ceramic,,4:20:00 AM,,,
CSD16-SIN-092,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3145602,103.8712247,Hawker centres/coffee shops,Ceramic,,4:26:00 AM,,,
CSD16-SIN-093,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3158193,103.8735521,Handrails of overhead bridges,Metal,,5:03:00 AM,,,
CSD16-SIN-094,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3152511,103.8730512,Handrails of overhead bridges,Metal,,4:54:00 AM,,,
CSD16-SIN-095,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3156871,103.8743467,Tables/seats at void deck,Metal,,4:45:00 AM,,,
CSD16-SIN-096,6/21/16,Tarini,Singapore,NA,Singapore,subway_station,Kallang,East West Line,,1.3156871,103.8743467,Tables/seats at void deck,Metal,,4:39:00 AM,,,
CSD16-SIN-097,6/21/16,,Singapore,NA,Singapore,,,,,1.3022744,103.7922325,Positive Control,,,1:03:00 AM,,,
CSD16-SIN-098,6/21/16,,Singapore,NA,Singapore,,,,,,,Positive Control,,,,,,
CSD16-SIN-099,6/21/16,,Singapore,NA,Singapore,,,,,,,Negative Control,,,,,,
CSD16-SIN-100,6/21/16,,Singapore,NA,Singapore,,,,,,,Negative Control,,,,,,
CSD16-DOH-001,6/23/16,Aspa,Qatar,N/A,Doha,bus_line,Karwa bus station ticket recharge booth,10.5 million/year,,25.28485013,51.53639893,ticket machine,Metal,40.8,,,,
CSD16-DOH-002,6/23/16,Aspa,Qatar,N/A,Doha,bus_line,Karwa bus station bench,10.5 million/year,,25.28489689,51.53572832,bench ,Wood,38.6,,,,
CSD16-DOH-005,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 100 front door inside glass,10.5 million/year,,25.27959892,51.53137413,entrance_door,Glass,34,,,,
CSD16-DOH-006,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 100 front railing on right ,10.5 million/year,,25.31883016,51.5112633,handrail,Metal,33,,,,
CSD16-DOH-007,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 100 ticket machine,10.5 million/year,,25.28802534,51.52367682,ticket machine,Glass,34.1,,,,
CSD16-DOH-008,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 100 first seat to the left,10.5 million/year,,25.3352077,51.48245042,seat,Polyester,31.9,,,,
CSD16-DOH-009,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 100 stop button,10.5 million/year,,25.34896023,51.457073,button,Plastic,30.7,,,,
CSD16-DOH-011,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 137 front door outside,10.5 million/year,,25.28493119,51.53611081,entrance_door,Glass,39.5,,,,
CSD16-DOH-012,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 137 front door inside,10.5 million/year,,25.28085021,51.53641763,entrance_door,Glass,32,,,,
CSD16-DOH-013,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 137 front seat rail on right,10.5 million/year,,25.27368328,51.51142203,handrail,Metal,33.7,,,,
CSD16-DOH-014,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 137 ticket machine,10.5 million/year,,25.27964876,51.52891395,ticket machine,Glass,36.2,,,,
CSD16-DOH-015,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 137 front seat to left,10.5 million/year,,25.26238831,51.49430131,Seat,Polyester,31.9,,,,
CSD16-DOH-016,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 137 stop button,10.5 million/year,,25.24739584,51.46152335,button,Plastic,30,,,,
CSD16-DOH-019,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 136 front door inside glass,10.5 million/year,,25.24552455,51.46603777,Front door,Glass,33.4,,,,
CSD16-DOH-020,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 136 railing right,10.5 million/year,,25.26082275,51.45502268,Rail,Metal,32.2,,,,
CSD16-DOH-021,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 136 ticket machine,10.5 million/year,,25.25286341,51.47800982,ticket machine,Glass,32.5,,,,
CSD16-DOH-022,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 136 front seat left,10.5 million/year,,25.26324693,51.49534178,Seat,Polyester,29.8,,,,
CSD16-DOH-023,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 136 stop button,10.5 million/year,,25.25483532,51.43604466,button,Plastic,31.6,,,,
CSD16-DOH-026,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 109 front door inside glass,10.5 million/year,,25.25330449,51.61045183,entrance_door,Glass,32.5,,,,
CSD16-DOH-027,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 109 front seat railing ,10.5 million/year,,25.25811723,51.6113951,handrail,Metal,30,,,,
CSD16-DOH-028,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 109 ticket machine,10.5 million/year,,25.25330449,51.61045183,ticket machine,Plastic,32.2,,,,
CSD16-DOH-029,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 109 front seat left ,10.5 million/year,,25.28307099,51.55164004,Seat,Polyester,34.1,,,,
CSD16-DOH-030,6/23/16,Ajay,Qatar,N/A,Doha,bus_line,Bus 109 stop button,10.5 million/year,,25.28307099,51.55164004,button,Plastic,30.9,,,,
