Plate,Row,Column,Sample Name,Original sample name,Our label of the plate,Volume (ul),Concentration (ng/ul),Organism,Sex,Sample Description,Method of quantification,Purpose
2,E,10,4866-KIU-0193,CSD16-DOH-069,CSD16-2,~30,-0.083756653,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,E,11,4866-KIU-0194,CSD16-DOH-070,CSD16-2,~30,-0.132524369,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,E,12,4866-KIU-0195,CSD16-DOH-071,CSD16-2,~30,-0.12326889,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,1,4866-KIU-0196,CSD16-DOH-072,CSD16-2,~30,-0.016717376,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,2,4866-KIU-0197,CSD16-DOH-074,CSD16-2,~30,-0.083486733,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,3,4866-KIU-0198,CSD16-DOH-075,CSD16-2,~30,-0.085296053,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,4,4866-KIU-0199,CSD16-DOH-078,CSD16-2,~30,-0.049689545,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,5,4866-KIU-0200,CSD16-DOH-079,CSD16-2,~30,-0.090895695,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,6,4866-KIU-0201,CSD16-DOH-080,CSD16-2,~30,-0.132571104,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,1,4866-KIU-0202,CSD16-MRS-0001,CSD16-7,~30,0.047376119,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,2,4866-KIU-0203,CSD16-MRS-0002,CSD16-7,~30,0.191588861,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,3,4866-KIU-0204,CSD16-MRS-0003,CSD16-7,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,4,4866-KIU-0205,CSD16-MRS-0004,CSD16-7,~30,0.63,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,5,4866-KIU-0206,CSD16-MRS-0005,CSD16-7,~30,0.27,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,6,4866-KIU-0207,CSD16-MRS-0006,CSD16-7,~30,0.68,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,7,4866-KIU-0208,CSD16-MRS-0007,CSD16-7,~30,-0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,8,4866-KIU-0209,CSD16-MRS-0008,CSD16-7,~30,0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,9,4866-KIU-0210,CSD16-MRS-0009,CSD16-7,~30,0.13,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,10,4866-KIU-0211,CSD16-MRS-0010,CSD16-7,~30,0.13,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,11,4866-KIU-0212,CSD16-MRS-0011,CSD16-7,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,A,12,4866-KIU-0213,CSD16-MRS-0012,CSD16-7,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,1,4866-KIU-0214,CSD16-MRS-0013,CSD16-7,~30,0.077330507,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,2,4866-KIU-0215,CSD16-MRS-0014,CSD16-7,~30,0.081507253,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,3,4866-KIU-0216,CSD16-MRS-0015,CSD16-7,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,4,4866-KIU-0217,CSD16-MRS-0146,CSD16-7,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,5,4866-KIU-0218,CSD16-MRS-0017,CSD16-7,~30,0.00,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,6,4866-KIU-0219,CSD16-MRS-0018,CSD16-7,~30,0.13,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,7,4866-KIU-0220,CSD16-MRS-0019,CSD16-7,~30,0.00,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,8,4866-KIU-0221,CSD16-MRS-0020,CSD16-7,~30,0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,9,4866-KIU-0222,CSD16-MRS-0021,CSD16-7,~30,0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,10,4866-KIU-0223,CSD16-MRS-0022,CSD16-7,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,11,4866-KIU-0224,CSD16-MRS-0023,CSD16-7,~30,0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,B,12,4866-KIU-0225,CSD16-MRS-0024,CSD16-7,~30,0.12,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,1,4866-KIU-0226,CSD16-MRS-0025,CSD16-7,~30,0.223664487,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,2,4866-KIU-0227,CSD16-MRS-0026,CSD16-7,~30,0.202713762,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,3,4866-KIU-0228,CSD16-MRS-0027,CSD16-7,~30,0.06,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,4,4866-KIU-0229,CSD16-MRS-0028,CSD16-7,~30,0.45,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,5,4866-KIU-0230,CSD16-MRS-0029,CSD16-7,~30,0.33,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,6,4866-KIU-0231,CSD16-MRS-0030,CSD16-7,~30,0.40,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,7,4866-KIU-0232,CSD16-MRS-0031,CSD16-7,~30,0.04,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,8,4866-KIU-0233,CSD16-MRS-0032,CSD16-7,~30,0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,9,4866-KIU-0234,CSD16-MRS-0033,CSD16-7,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,10,4866-KIU-0235,CSD16-MRS-0034,CSD16-7,~30,0.17,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,11,4866-KIU-0236,CSD16-MRS-0035,CSD16-7,~30,0.06,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,C,12,4866-KIU-0237,CSD16-MRS-0036,CSD16-7,~30,0.07,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,1,4866-KIU-0238,CSD16-MRS-0037,CSD16-7,~30,0.446851952,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,2,4866-KIU-0239,CSD16-MRS-0038,CSD16-7,~30,0.426674248,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,3,4866-KIU-0240,CSD16-MRS-0039,CSD16-7,~30,0.20,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,4,4866-KIU-0241,CSD16-MRS-0040,CSD16-7,~30,0.31,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,5,4866-KIU-0242,CSD16-MRS-0041,CSD16-7,~30,0.36,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,6,4866-KIU-0243,CSD16-MRS-0042,CSD16-7,~30,0.33,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,7,4866-KIU-0244,CSD16-MRS-0043,CSD16-7,~30,0.05,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,8,4866-KIU-0245,CSD16-MRS-0044,CSD16-7,~30,0.06,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,9,4866-KIU-0246,CSD16-MRS-0045,CSD16-7,~30,0.04,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,10,4866-KIU-0247,CSD16-MRS-0046,CSD16-7,~30,0.15,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,11,4866-KIU-0248,CSD16-MRS-0047,CSD16-7,~30,0.25,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,D,12,4866-KIU-0249,CSD16-MRS-0049,CSD16-7,~30,0.09,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,1,4866-KIU-0250,CSD16-MRS-0050,CSD16-7,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,2,4866-KIU-0251,CSD16-MRS-0051,CSD16-7,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,3,4866-KIU-0252,CSD16-MRS-0052,CSD16-7,~30,0.16,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,4,4866-KIU-0253,CSD16-MRS-0053,CSD16-7,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,5,4866-KIU-0254,CSD16-MRS-0054,CSD16-7,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,6,4866-KIU-0255,CSD16-MRS-0055,CSD16-7,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,7,4866-KIU-0256,CSD16-MRS-0056,CSD16-7,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,8,4866-KIU-0257,CSD16-MRS-0057,CSD16-7,~30,0.00,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,9,4866-KIU-0258,CSD16-MRS-0058,CSD16-7,~30,0.04,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,10,4866-KIU-0259,CSD16-MRS-0059,CSD16-7,~30,0.04,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,11,4866-KIU-0260,CSD16-MRS-0060,CSD16-7,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,E,12,4866-KIU-0261,CSD16-MRS-0061,CSD16-7,~30,0.00,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,1,4866-KIU-0262,CSD16-MRS-0062,CSD16-7,~30,-0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,2,4866-KIU-0263,CSD16-MRS-0063,CSD16-7,~30,0.00,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,3,4866-KIU-0264,CSD16-MRS-0064,CSD16-7,~30,0.23,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,4,4866-KIU-0265,CSD16-MRS-0065,CSD16-7,~30,0.24,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,5,4866-KIU-0266,CSD16-MRS-0066,CSD16-7,~30,1.07,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,6,4866-KIU-0267,CSD16-MRS-0067,CSD16-7,~30,0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,7,4866-KIU-0268,CSD16-MRS-0068,CSD16-7,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,8,4866-KIU-0269,CSD16-MRS-0069,CSD16-7,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,9,4866-KIU-0270,CSD16-MRS-0070,CSD16-7,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,10,4866-KIU-0271,CSD16-MRS-0071,CSD16-7,~30,0.19,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,11,4866-KIU-0272,CSD16-MRS-0072,CSD16-7,~30,0.07,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,F,12,4866-KIU-0273,CSD16-MRS-0073,CSD16-7,~30,0.07,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,1,4866-KIU-0274,CSD16-MRS-0074,CSD16-7,~30,0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,2,4866-KIU-0275,CSD16-MRS-0075,CSD16-7,~30,0.05,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,3,4866-KIU-0276,CSD16-MRS-0076,CSD16-7,~30,0.14,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,4,4866-KIU-0277,CSD16-MRS-0077,CSD16-7,~30,0.56,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,5,4866-KIU-0278,CSD16-MRS-0078,CSD16-7,~30,0.24,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,6,4866-KIU-0279,CSD16-MRS-0079,CSD16-7,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,7,4866-KIU-0280,CSD16-MRS-0080,CSD16-7,~30,0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,8,4866-KIU-0281,CSD16-MRS-0081,CSD16-7,~30,0.11,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,9,4866-KIU-0282,CSD16-MRS-0082,CSD16-7,~30,0.11,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,10,4866-KIU-0283,CSD16-MRS-0083,CSD16-7,~30,0.04,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,11,4866-KIU-0284,CSD16-MRS-0084,CSD16-7,~30,0.05,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,G,12,4866-KIU-0285,CSD16-MRS-0085,CSD16-7,~30,0.11,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,1,4866-KIU-0286,CSD16-MRS-0086,CSD16-7,~30,0.12,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,2,4866-KIU-0287,CSD16-MRS-0087,CSD16-7,~30,0.09,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,3,4866-KIU-0288,CSD16-MRS-0088,CSD16-7,~30,0.12,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,4,4866-KIU-0289,CSD16-MRS-0089,CSD16-7,~30,0.19,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,5,4866-KIU-0290,CSD16-MRS-0090,CSD16-7,~30,0.352954635,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,6,4866-KIU-0291,CSD16-MRS-0091,CSD16-7,~30,0.191628341,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,7,4866-KIU-0292,CSD16-MRS-0092,CSD16-7,~30,0.26800617,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,8,4866-KIU-0293,CSD16-MRS-0093,CSD16-7,~30,0.200485002,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,9,4866-KIU-0294,CSD16-MRS-0094,CSD16-7,~30,0.109709167,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,10,4866-KIU-0295,CSD16-MRS-0095,CSD16-7,~30,0.474765742,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,11,4866-KIU-0296,CSD16-MRS-0096,CSD16-7,~30,0.239707655,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
7,H,12,4866-KIU-0297,CSD16-MRS-0097,CSD16-7,~30,1.112082409,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,F,10,4866-KIU-0298,CSD16 - PXO - 001,CSD16 -4,~30,9.806228437,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,F,11,4866-KIU-0299,CSD16 - PXO - 002,CSD16 -4,~30,6.779239781,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,F,12,4866-KIU-0300,CSD16 - PXO - 003,CSD16 -4,~30,0.730665169,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,1,4866-KIU-0301,CSD16 - PXO - 004,CSD16 -4,~30,11.24504474,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,2,4866-KIU-0302,CSD16 - PXO - 005,CSD16 -4,~30,9.467043754,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,3,4866-KIU-0303,CSD16 - PXO - 006,CSD16 -4,~30,3.460254692,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,4,4866-KIU-0304,CSD16 - PXO - 007,CSD16 -4,~30,33.31843114,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,5,4866-KIU-0305,CSD16 - PXO - 008,CSD16 -4,~30,8.184566099,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,6,4866-KIU-0306,CSD16 - PXO - 009,CSD16 -4,~30,13.70016111,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,7,4866-KIU-0307,CSD16 - PXO - 010,CSD16 -4,~30,5.084821384,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,8,4866-KIU-0308,CSD16 - PXO - 011,CSD16 -4,~30,10.20773938,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,9,4866-KIU-0309,CSD16 - PXO - 012,CSD16 -4,~30,25.49936726,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,10,4866-KIU-0310,CSD16 - PXO - 013,CSD16 -4,~30,30.66861736,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,11,4866-KIU-0311,CSD16 - PXO - 014,CSD16 -4,~30,9.760335708,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,G,12,4866-KIU-0312,CSD16 - PXO - 015,CSD16 -4,~30,20.9902632,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,1,4866-KIU-0313,CSD16 - PXO - 016,CSD16 -4,~30,8.464978856,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,2,4866-KIU-0314,CSD16 - PXO - 017,CSD16 -4,~30,17.37947337,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,3,4866-KIU-0315,CSD16 - PXO - 018,CSD16 -4,~30,1.971161315,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,4,4866-KIU-0316,CSD16 - PXO - 019,CSD16 -4,~30,8.74221844,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,5,4866-KIU-0317,CSD16 - PXO - 020,CSD16 -4,~30,5.140359513,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,6,4866-KIU-0318,CSD16 - PXO - 021,CSD16 -4,~30,2.142290002,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,7,4866-KIU-0319,CSD16 - PXO - 022,CSD16 -4,~30,14.69626305,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,8,4866-KIU-0320,CSD16 - PXO - 023,CSD16 -4,~30,32.78240146,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,9,4866-KIU-0321,CSD16 - PXO - 024,CSD16 -4,~30,2.460028884,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,10,4866-KIU-0322,CSD16 - PXO - 025,CSD16 -4,~30,11.14799934,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,11,4866-KIU-0323,CSD16 - PXO - 026,CSD16 -4,~30,11.74989331,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
4,H,12,4866-KIU-0324,CSD16 - PXO - 027,CSD16 -4,~30,6.256644549,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,1,4866-KIU-0325,CSD16 - PXO - 028,CSD16 -5,~30,76.12758713,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,2,4866-KIU-0326,CSD16 - PXO - 029,CSD16 -5,~30,41.8989797,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,3,4866-KIU-0327,CSD16 - PXO - 030,CSD16 -5,~30,9.66478671,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,4,4866-KIU-0328,CSD16 - PXO - 031,CSD16 -5,~30,18.43786145,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,5,4866-KIU-0329,CSD16 - PXO - 032,CSD16 -5,~30,13.99045812,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,6,4866-KIU-0330,CSD16 - PXO - 033,CSD16 -5,~30,54.1734872,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,7,4866-KIU-0331,CSD16 - PXO - 034,CSD16 -5,~30,10.83364367,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,8,4866-KIU-0332,CSD16 - PXO - 035,CSD16 -5,~30,11.93800889,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,9,4866-KIU-0333,CSD16 - PXO - 036,CSD16 -5,~30,5.922756715,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,10,4866-KIU-0334,CSD16 - PXO - 037,CSD16 -5,~30,34.32389778,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,11,4866-KIU-0335,CSD16 - PXO - 038,CSD16 -5,~30,18.43522007,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,A,12,4866-KIU-0336,CSD16 - PXO - 039,CSD16 -5,~30,140.4806282,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,1,4866-KIU-0337,CSD16 - PXO - 040,CSD16 -5,~30,26.22943684,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,2,4866-KIU-0338,CSD16 - PXO - 041,CSD16 -5,~30,34.78854676,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,3,4866-KIU-0339,CSD16 - PXO - 042,CSD16 -5,~30,6.233952098,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,4,4866-KIU-0340,CSD16 - PXO - 043,CSD16 -5,~30,64.76104287,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,5,4866-KIU-0341,CSD16 - PXO - 044,CSD16 -5,~30,22.02226546,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,6,4866-KIU-0342,CSD16 - PXO - 045,CSD16 -5,~30,94.74677246,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,7,4866-KIU-0343,CSD16 - PXO - 046,CSD16 -5,~30,42.13791173,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,8,4866-KIU-0344,CSD16 - PXO - 047,CSD16 -5,~30,51.98824002,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,9,4866-KIU-0345,CSD16 - PXO - 049,CSD16 -5,~30,21.47813561,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,10,4866-KIU-0346,CSD16 - PXO - 050,CSD16 -5,~30,20.92845561,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,11,4866-KIU-0347,CSD16 - PXO - 051,CSD16 -5,~30,10.64681671,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,B,12,4866-KIU-0348,CSD16 - PXO - 052,CSD16 -5,~30,153.1567038,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,1,4866-KIU-0349,CSD16 - PXO - 053,CSD16 -5,~30,33.46718947,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,2,4866-KIU-0350,CSD16 - PXO - 054,CSD16 -5,~30,1.396106652,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,3,4866-KIU-0351,CSD16 - PXO - 055,CSD16 -5,~30,4.829479933,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,4,4866-KIU-0352,CSD16 - PXO - 056,CSD16 -5,~30,15.55006383,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,5,4866-KIU-0353,CSD16 - PXO - 057,CSD16 -5,~30,1.905578109,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,6,4866-KIU-0354,CSD16 - PXO - 058,CSD16 -5,~30,10.7284511,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,7,4866-KIU-0355,CSD16 - PXO - 059,CSD16 -5,~30,89.16815208,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,8,4866-KIU-0356,CSD16 - PXO - 060,CSD16 -5,~30,21.75538765,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,9,4866-KIU-0357,CSD16 - PXO - 061,CSD16 -5,~30,19.09479057,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,10,4866-KIU-0358,CSD16 - PXO - 062,CSD16 -5,~30,0.82441257,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,11,4866-KIU-0359,CSD16 - PXO - 063,CSD16 -5,~30,1.175721495,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,C,12,4866-KIU-0360,CSD16 - PXO - 064,CSD16 -5,~30,11.64940763,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,1,4866-KIU-0361,CSD16 - PXO - 065,CSD16 -5,~30,221.2516635,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,2,4866-KIU-0362,CSD16 - PXO - 066,CSD16 -5,~30,15.36283275,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,3,4866-KIU-0363,CSD16 - PXO - 067,CSD16 -5,~30,1.954769105,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,4,4866-KIU-0364,CSD16 - PXO - 068,CSD16 -5,~30,2.262418351,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,5,4866-KIU-0365,CSD16 - PXO - 069,CSD16 -5,~30,19.72953491,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,6,4866-KIU-0366,CSD16 - PXO - 070,CSD16 -5,~30,11.69624043,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,7,4866-KIU-0367,CSD16 - PXO - 071,CSD16 -5,~30,7.610446256,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,8,4866-KIU-0368,CSD16 - PXO - 072,CSD16 -5,~30,6.079416572,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,9,4866-KIU-0369,CSD16 - PXO - 074,CSD16 -5,~30,2.926545562,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,10,4866-KIU-0370,CSD16 - PXO - 075,CSD16 -5,~30,2.31409426,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,11,4866-KIU-0371,CSD16 - PXO - 076,CSD16 -5,~30,12.75905486,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,D,12,4866-KIU-0372,CSD16 - PXO - 077,CSD16 -5,~30,14.13642421,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,1,4866-KIU-0373,CSD16 - PXO - 078,CSD16 -5,~30,6.552964121,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,2,4866-KIU-0374,CSD16 - PXO - 079,CSD16 -5,~30,9.102671418,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,3,4866-KIU-0375,CSD16 - PXO - 080,CSD16 -5,~30,28.28121233,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,4,4866-KIU-0376,CSD16 - PXO - 081,CSD16 -5,~30,2.607156764,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,5,4866-KIU-0377,CSD16 - PXO - 082,CSD16 -5,~30,77.68411168,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,6,4866-KIU-0378,CSD16 - PXO - 083,CSD16 -5,~30,13.44618479,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,7,4866-KIU-0379,CSD16 - PXO - 084,CSD16 -5,~30,9.713122476,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,8,4866-KIU-0380,CSD16 - PXO - 085,CSD16 -5,~30,10.1776628,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,9,4866-KIU-0381,CSD16 - PXO - 086,CSD16 -5,~30,93.26068266,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
5,E,10,4866-KIU-0382,CSD16 - PXO - 087,CSD16 -5,~30,7.689589896,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
